"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"2185","Does your households own a phone with a sim card that is registered to an individual that is part of your household?",NA,"Yes","NA",0.546147831087352,NA,0.517892504465058,0.574403157709646,NA,NA
"1187","Does anyone in your households have a bank account registered to his/her name?",NA,"No","NA",0.94247720084078,NA,0.935017756270255,0.949936645411305,NA,NA
"2186","Does anyone in your households have a bank account registered to his/her name?",NA,"Yes","NA",0.0575227991592201,NA,0.0500633545886951,0.0649822437297452,NA,NA
"1188","fcs_category",NA,"acceptable","NA",0.226968152043281,NA,0.202986495955118,0.250949808131443,NA,NA
"2187","fcs_category",NA,"borderline","NA",0.294760910490846,NA,0.26592289731186,0.323598923669833,NA,NA
"3165","fcs_category",NA,"poor","NA",0.478270937465873,NA,0.450667044329611,0.505874830602135,NA,NA
"1189","hhs_category",NA,"little_hunger","NA",0.686097697176622,NA,0.653600723355989,0.718594670997255,NA,NA
"2188","hhs_category",NA,"moderate_hunger","NA",0.304632157136021,NA,0.274172433691786,0.335091880580255,NA,NA
"3166","hhs_category",NA,"severe_hunger","NA",0.00927014568735765,NA,0.00499170707529201,0.0135485842994233,NA,NA
"1190","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food was provided by humanitarian assistance/charity","NA",0.00465484830697686,NA,0.00193567179337517,0.00737402482057855,NA,NA
"2189","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food was bartered or traded","NA",0.00279360427949769,NA,0.00132111616081511,0.00426609239818027,NA,NA
"3167","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food borrowed on credit","NA",0.205920089238805,NA,0.170465113863551,0.241375064614058,NA,NA
"459","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food was mainly a gift from friends or relatives","NA",0.0355461572968753,NA,0.0273115759277323,0.0437807386660184,NA,NA
"539","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Other","NA",0.00412636261363692,NA,0.00279089647395814,0.0054618287533157,NA,NA
"636","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food was produced by the household","NA",0.502365487770275,NA,0.473003872387481,0.531727103153068,NA,NA
"733","In the past 7 days, what was the primary source of food provision used by the household? ",NA,"Food purchased","NA",0.244593450493934,NA,0.225285180697021,0.263901720290847,NA,NA
"1191","How far from your household is this nearest marketplace or grocery store, where you could buy food and non-food items?",NA,"Between 2-5km away","NA",0.304549012362969,NA,0.268905807843173,0.340192216882765,NA,NA
"2190","How far from your household is this nearest marketplace or grocery store, where you could buy food and non-food items?",NA,"Between 6-10km away","NA",0.071037109173623,NA,0.0585914573472,0.083482761000046,NA,NA
"3168","How far from your household is this nearest marketplace or grocery store, where you could buy food and non-food items?",NA,"More than 10km away","NA",0.0331587026029951,NA,0.0239094504317374,0.0424079547742528,NA,NA
"460","How far from your household is this nearest marketplace or grocery store, where you could buy food and non-food items?",NA,"Within 2km","NA",0.591255175860413,NA,0.552765831929838,0.629744519790987,NA,NA
"1192","In the past 7 days, have you had access to a marketplace or grocery store in your village or close to your village where you could buy food and non-food items?",NA,"No","NA",0.350299177887826,NA,0.325964381908955,0.374633973866698,NA,NA
"2191","In the past 7 days, have you had access to a marketplace or grocery store in your village or close to your village where you could buy food and non-food items?",NA,"Yes","NA",0.649700822112174,NA,0.625366026133302,0.674035618091045,NA,NA
"1193","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Grains, roots, and tubers","NA",0.392578901252918,NA,0.352960384046691,0.432197418459146,NA,NA
"2192","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Legumes and nuts","NA",0.201050256507622,NA,0.155107497093667,0.246993015921576,NA,NA
"3169","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Dairy products","NA",0.440144858045158,NA,0.391660311548106,0.488629404542211,NA,NA
"461","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Meat","NA",0.0300859645042467,NA,0.0158726802218197,0.0442992487866737,NA,NA
"540","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Eggs","NA",0.137662359760544,NA,0.106133652355689,0.169191067165399,NA,NA
"637","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Vitamin A rich fruits and vegetables","NA",0.0670849569178794,NA,0.0398518480353822,0.0943180658003767,NA,NA
"734","Which foods have young children (6-23 months) eaten in the past 24 hours?",NA,"Other fruits and vegetables","NA",0.147867608360559,NA,0.110478444177714,0.185256772543404,NA,NA
"1194","minimum_dietary_diversity_cal",NA,"<4 food groups","NA",0.997285571210305,NA,0.996111482633452,0.998459659787157,NA,NA
"2193","minimum_dietary_diversity_cal",NA,"4 food groups","NA",0.00271442878969524,NA,0.00154034021284266,0.00388851736654782,NA,NA
"1195","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Collective centre (not intended for living)","NA",0.00154561651518135,NA,0.000577503629469521,0.00251372940089317,NA,NA
"2194","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Makeshift shelter","NA",0.19101296815875,NA,0.152652493820777,0.229373442496723,NA,NA
"3170","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Open space","NA",0.000868840009644536,NA,0.000390001731485249,0.00134767828780382,NA,NA
"462","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Permanent (mud or bricks)","NA",0.34891400089246,NA,0.311398743494884,0.386429258290037,NA,NA
"541","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Tents (emergency shelter)","NA",0.0922258005372958,NA,0.0298948615544325,0.154556739520159,NA,NA
"638","What type of shelter does the household currently live in? Please ensure the response is realistic",NA,"Transitional (mud or bricks)","NA",0.365432773886668,NA,0.31870257970068,0.412162968072656,NA,NA
"dependent.var33","rooms_hh_cal","na","NA","NA",0.422984317045998,NA,0.405641459452192,0.440327174639803,NA,NA
"1196","Has the household's shelter been damaged in the last six months due to the following?",NA,"Yes, due to conflict","NA",0.272521877739514,NA,0.245893921820233,0.299149833658794,NA,NA
"2195","Has the household's shelter been damaged in the last six months due to the following?",NA,"Yes, due to natural disaster","NA",0.193671761832859,NA,0.168691674236392,0.218651849429326,NA,NA
"3171","Has the household's shelter been damaged in the last six months due to the following?",NA,"No, shelter has not been damaged due to conflict or natural disaster","NA",0.571887090790175,NA,0.54760976648203,0.59616441509832,NA,NA
"1197","What was the extent of the damage?",NA,"Fully destroyed (unlivable conditions)","NA",0.169870802725542,NA,0.0999303736739242,0.23981123177716,NA,NA
"2196","What was the extent of the damage?",NA,"Minor damage (broken windows etc)","NA",0.370482792960229,NA,0.327643106485828,0.413322479434629,NA,NA
"3172","What was the extent of the damage?",NA,"Partial damage (broken doors, damaged roof etc)","NA",0.338768931381672,NA,0.303504479043517,0.374033383719828,NA,NA
"463","What was the extent of the damage?",NA,"Significant damage (damage to foundations, walls etc)","NA",0.120877472932557,NA,0.102415437185457,0.139339508679656,NA,NA
"1198","Have you been able to make repairs to your shelter?",NA,"No","NA",0.797870250586427,NA,0.767719856230373,0.82802064494248,NA,NA
"2197","Have you been able to make repairs to your shelter?",NA,"Yes","NA",0.202129749413573,NA,0.17197935505752,0.232280143769627,NA,NA
"1199","Why were you unable to make these repairs?",NA,"Unable to afford repair materials or labour","NA",0.807054331703096,NA,0.777946382130316,0.836162281275875,NA,NA
"2198","Why were you unable to make these repairs?",NA,"Lack of authorisation to do repairs","NA",0.0551848974622481,NA,0.0364289345898168,0.0739408603346794,NA,NA
"3173","Why were you unable to make these repairs?",NA,"Repair materials and labour were not available in community","NA",0.081837215259632,NA,0.0652370052560945,0.0984374252631695,NA,NA
"464","Why were you unable to make these repairs?",NA,"Other","NA",0.0559235555750241,NA,0.0362252459905993,0.0756218651594489,NA,NA
"1200","Are you hosted by non-displaced members that are from this area and previously owned/rented this shelter? ",NA,"No","NA",0.818361454621426,NA,0.792031149559627,0.844691759683225,NA,NA
"2199","Are you hosted by non-displaced members that are from this area and previously owned/rented this shelter? ",NA,"Yes","NA",0.181638545378574,NA,0.155308240316775,0.207968850440373,NA,NA
"1201","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"cannot_afford","NA",0.000155390759372529,NA,-0.000175772094724188,0.000486553613469246,NA,NA
"2200","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"Cash for rent","NA",0.316186148767274,NA,0.24959316230968,0.382779135224867,NA,NA
"3174","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"Cash / support to return or relocate","NA",0.154576932800589,NA,0.120966905076399,0.188186960524778,NA,NA
"465","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"lack_access_knowledge","NA",0.00035853092957113,NA,-0.000188654586656012,0.000905716445798273,NA,NA
"542","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"Material and tools to extend existing host shelter","NA",0.0458189895932962,NA,0.0367087498747181,0.0549292293118743,NA,NA
"639","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"Material and tools to repair existing host shelter","NA",0.0596105246379597,NA,0.0408870397354171,0.0783340095405023,NA,NA
"735","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"None","NA",0.0303154116782793,NA,0.0139822375152304,0.0466485858413281,NA,NA
"827","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"other","NA",0.000776953796862645,NA,-0.000308269418060989,0.00186217701178628,NA,NA
"921","What kind of shelter support do support do the displaced household members require while being hosted?",NA,"Transitional shelter on the land of the host family","NA",0.392201117036796,NA,0.31503782599969,0.469364408073903,NA,NA
"1202","What type of tenancy agreement do you have in your current shelter?",NA,"Graweyee (with written agreement)","NA",0.0395628787569838,NA,0.0306262603857799,0.0484994971281876,NA,NA
"2201","What type of tenancy agreement do you have in your current shelter?",NA,"Other","NA",0.0524262466106641,NA,0.0424486868238788,0.0624038063974495,NA,NA
"3175","What type of tenancy agreement do you have in your current shelter?",NA,"Own home with documentation","NA",0.231023056855976,NA,0.204707652956617,0.257338460755334,NA,NA
"466","What type of tenancy agreement do you have in your current shelter?",NA,"Own home without documentation","NA",0.121087846508757,NA,0.103934594523097,0.138241098494417,NA,NA
"543","What type of tenancy agreement do you have in your current shelter?",NA,"Renting with verbal agreement","NA",0.27683247956811,NA,0.239876272600713,0.313788686535507,NA,NA
"640","What type of tenancy agreement do you have in your current shelter?",NA,"Renting with written agreement","NA",0.158315355088145,NA,0.136248040459181,0.18038266971711,NA,NA
"736","What type of tenancy agreement do you have in your current shelter?",NA,"Unofficial occupancy","NA",0.120752136611365,NA,0.0482299748718474,0.193274298350882,NA,NA
"dependent.var34","blankets_people_cal","na","NA","NA",0.813903958738425,NA,0.772269809943414,0.855538107533435,NA,NA
"1203","blankets_suff_cal",NA,"<1","NA",0.638063309540065,NA,0.60440405228372,0.671722566796411,NA,NA
"2202","blankets_suff_cal",NA,"1+","NA",0.361936690459935,NA,0.328277433203589,0.39559594771628,NA,NA
"1204","What is the main source of energy that the household used for heating in the last winter?",NA,"Animal dung","NA",0.156606528664345,NA,0.133298165942717,0.179914891385974,NA,NA
"2203","What is the main source of energy that the household used for heating in the last winter?",NA,"Charcoal","NA",0.0627803038413815,NA,0.0523194741048592,0.0732411335779039,NA,NA
"3176","What is the main source of energy that the household used for heating in the last winter?",NA,"Coal","NA",0.023951428524575,NA,0.0184752952154682,0.0294275618336818,NA,NA
"467","What is the main source of energy that the household used for heating in the last winter?",NA,"Electricity","NA",0.0133815883940005,NA,0.00447133240748972,0.0222918443805113,NA,NA
"544","What is the main source of energy that the household used for heating in the last winter?",NA,"LPG ( liquid petroleum gas)","NA",0.0872919823072558,NA,0.0745195056110313,0.10006445900348,NA,NA
"641","What is the main source of energy that the household used for heating in the last winter?",NA,"Other","NA",0.00363179443926148,NA,0.00204931680461672,0.00521427207390623,NA,NA
"737","What is the main source of energy that the household used for heating in the last winter?",NA,"Waste (paper, plastic, carton board, etc.)","NA",0.169205341465504,NA,0.128271961094158,0.21013872183685,NA,NA
"828","What is the main source of energy that the household used for heating in the last winter?",NA,"Wood, Bushes","NA",0.483151032363676,NA,0.459057238453071,0.507244826274281,NA,NA
"1205","imp_energy_source1_cal",NA,"0","NA",0.191037097506474,NA,0.166375339878109,0.215698855134839,NA,NA
"2204","imp_energy_source1_cal",NA,"1","NA",0.808962902493526,NA,0.784301144865161,0.833624660121891,NA,NA
"1206","imp_energy_source2_cal",NA,"0","NA",0.812594696932787,NA,0.788515667074918,0.836673726790656,NA,NA
"2205","imp_energy_source2_cal",NA,"1","NA",0.187405303067213,NA,0.163326273209344,0.211484332925081,NA,NA
"1207","Sleeping mats or mattress (basic needs)",NA,"0","NA",0.105996654742945,NA,0.074313638517255,0.137679670968635,NA,NA
"2206","Sleeping mats or mattress (basic needs)",NA,"1","NA",0.894003345257055,NA,0.862320329031365,0.925686361482745,NA,NA
"1208","Plastic tarpaulin (basic needs)",NA,"0","NA",0.567085738464861,NA,0.541480060411999,0.592691416517722,NA,NA
"2207","Plastic tarpaulin (basic needs)",NA,"1","NA",0.432914261535139,NA,0.407308583482278,0.458519939588001,NA,NA
"1209","Cooking pots of 5L or more (basic needs)",NA,"0","NA",0.26394680700686,NA,0.230277471601831,0.297616142411889,NA,NA
"2208","Cooking pots of 5L or more (basic needs)",NA,"1","NA",0.73605319299314,NA,0.702383857588111,0.769722528398169,NA,NA
"1212","Stainless steel cups (basic needs)",NA,"0","NA",0.358163404995832,NA,0.315308100684264,0.4010187093074,NA,NA
"2209","Stainless steel cups (basic needs)",NA,"1","NA",0.641836595004168,NA,0.5989812906926,0.684691899315736,NA,NA
"1213","Water storage containers (cans, buckets with lid, etc.) (basic needs)",NA,"0","NA",0.448755050727315,NA,0.417802456132261,0.479707645322369,NA,NA
"2211","Water storage containers (cans, buckets with lid, etc.) (basic needs)",NA,"1","NA",0.551244949272685,NA,0.520292354677631,0.582197543867739,NA,NA
"1214","Hygiene / sanitation items (soap, aquatabs) (basic needs)",NA,"0","NA",0.674764179741206,NA,0.643925621160577,0.705602738321835,NA,NA
"2212","Hygiene / sanitation items (soap, aquatabs) (basic needs)",NA,"1","NA",0.325235820258794,NA,0.294397261678165,0.356074378839423,NA,NA
"1215","priority_nfi_cal",NA,"0-1","NA",0.0927030555133163,NA,0.0652732441577544,0.120132866868878,NA,NA
"2213","priority_nfi_cal",NA,"3-Feb","NA",0.378378070157432,NA,0.345315711108756,0.411440429206108,NA,NA
"3177","priority_nfi_cal",NA,"5-Apr","NA",0.390451312509657,NA,0.358283159940062,0.422619465079252,NA,NA
"468","priority_nfi_cal",NA,"6","NA",0.138467561819594,NA,0.121837214623245,0.155097909015943,NA,NA
"1216","Have any health facilities used by members of your HH become dysfunctional in the past year?",NA,"No","NA",0.917001749648552,NA,0.89899183826618,0.935011661030925,NA,NA
"2214","Have any health facilities used by members of your HH become dysfunctional in the past year?",NA,"Yes","NA",0.0829982503514478,NA,0.0649883389690752,0.10100816173382,NA,NA
"1217","How have the health facilities been affected?",NA,"They have been damaged beyond use by conflict","NA",0.366570681783234,NA,0.311070333500944,0.422071030065525,NA,NA
"2215","How have the health facilities been affected?",NA,"They have been damaged beyond use by natural disasters","NA",0.0489223604230995,NA,0.0275269165999088,0.0703178042462901,NA,NA
"3178","How have the health facilities been affected?",NA,"They have been forcibly closed","NA",0.0959397775102749,NA,0.0654844856987505,0.126395069321799,NA,NA
"469","How have the health facilities been affected?",NA,"Health facility has no/limited medicines","NA",0.13951943531235,NA,0.10068252666489,0.178356343959809,NA,NA
"545","How have the health facilities been affected?",NA,"They no longer have enough/any healthcare workers","NA",0.273197011696828,NA,0.227464655383819,0.318929368009836,NA,NA
"642","How have the health facilities been affected?",NA,"Other","NA",0.0758507332742145,NA,0.0495749788881461,0.102126487660283,NA,NA
"1218","Did the health facilities remain damaged or closed, or have they since reopened?",NA,"Remain damaged/closed","NA",0.413656083952679,NA,0.262149822865667,0.565162345039692,NA,NA
"2216","Did the health facilities remain damaged or closed, or have they since reopened?",NA,"Reopened","NA",0.586343916047321,NA,0.434837654960308,0.737850177134333,NA,NA
"dependent.var35","diarrhea_cases_cal","na","NA","NA",0.387483433278317,NA,0.367285827330051,0.407681039226582,NA,NA
"1219","How far is the closest functioning comprehensive health center to your household?",NA,"Between 2-5km away","NA",0.402645328970091,NA,0.3671367263234,0.438153931616782,NA,NA
"2217","How far is the closest functioning comprehensive health center to your household?",NA,"Between 6-10km away","NA",0.147347731063933,NA,0.120327814123475,0.17436764800439,NA,NA
"3179","How far is the closest functioning comprehensive health center to your household?",NA,"More than 10km away","NA",0.0600619174140137,NA,0.04817635794809,0.0719474768799375,NA,NA
"470","How far is the closest functioning comprehensive health center to your household?",NA,"None that the household can access","NA",0.0038750439542109,NA,0.00247944926436408,0.00527063864405771,NA,NA
"546","How far is the closest functioning comprehensive health center to your household?",NA,"Within 2km","NA",0.386069978597752,NA,0.342774782262387,0.429365174933117,NA,NA
"1220","In the past 3 months, have you had access to a comprehensive health center in your village or close to your village where you could receive healthcare services? ",NA,"No","NA",0.323281712197401,NA,0.290524719831441,0.356038704563362,NA,NA
"2218","In the past 3 months, have you had access to a comprehensive health center in your village or close to your village where you could receive healthcare services? ",NA,"Yes","NA",0.676718287802599,NA,0.643961295436638,0.709475280168559,NA,NA
"1221","What are the barriers for accessing health care for your household?",NA,"Feel unsafe travelling to or being at health facilities","NA",0.212631643873795,NA,0.179169465630357,0.246093822117234,NA,NA
"2219","What are the barriers for accessing health care for your household?",NA,"Cost of services too high","NA",0.397629385776761,NA,0.355768211713281,0.43949055984024,NA,NA
"3180","What are the barriers for accessing health care for your household?",NA,"Cost of medicines are too high","NA",0.402516980382717,NA,0.366980735715671,0.438053225049764,NA,NA
"471","What are the barriers for accessing health care for your household?",NA,"Unable to reach (lack of transport)","NA",0.255193561884057,NA,0.217450753026676,0.292936370741438,NA,NA
"547","What are the barriers for accessing health care for your household?",NA,"Problems with documentation","NA",0.0259135319197478,NA,0.0143122911683074,0.0375147726711882,NA,NA
"643","What are the barriers for accessing health care for your household?",NA,"Insufficient female medical staff","NA",0.118496364566916,NA,0.0938450888605043,0.143147640273327,NA,NA
"738","What are the barriers for accessing health care for your household?",NA,"Medical staff refuse treatment without explanation","NA",0.111251928871725,NA,0.0802579285491589,0.142245929194292,NA,NA
"829","What are the barriers for accessing health care for your household?",NA,"Other","NA",0.177126752900306,NA,0.143056849487093,0.211196656313518,NA,NA
"1222","If pregnant, where have/would women in the household likely give birth?",NA,"In another health facility or clinic","NA",0.285108451598802,NA,0.26192803033571,0.308288872861895,NA,NA
"2220","If pregnant, where have/would women in the household likely give birth?",NA,"At home","NA",0.227545718253255,NA,0.196296247266727,0.258795189239783,NA,NA
"3181","If pregnant, where have/would women in the household likely give birth?",NA,"In hospital","NA",0.392929246768911,NA,0.359339868152546,0.426518625385276,NA,NA
"472","If pregnant, where have/would women in the household likely give birth?",NA,"At local midwife's home","NA",0.0807461553304842,NA,0.0641826456215023,0.097309665039466,NA,NA
"548","If pregnant, where have/would women in the household likely give birth?",NA,"Other","NA",0.0118857353571206,NA,0.00841417367338991,0.0153572970408513,NA,NA
"644","If pregnant, where have/would women in the household likely give birth?",NA,"Outside in the open","NA",0.00178469269142687,NA,0.000809141684370187,0.00276024369848355,NA,NA
"1223","number_death_under5",NA,"0","NA",0.9948261130037,NA,0.993483037006653,0.996169189000748,NA,NA
"2221","number_death_under5",NA,"1","NA",0.00480100804405347,NA,0.00349959825748818,0.00610241783061876,NA,NA
"3182","number_death_under5",NA,"2","NA",0.000216182874204293,NA,-3.97395394243823e-05,0.000472105287832968,NA,NA
"473","number_death_under5",NA,"3","NA",8.49192363123946e-05,NA,-8.19134303441796e-05,0.000251751902968969,NA,NA
"549","number_death_under5",NA,"4","NA",7.17768417294857e-05,NA,-6.91312351052708e-05,0.000212684918564242,NA,NA
"1224","What has been your household's primary source of drinking water over the past 7 days?",NA,"Handpump (pumped well) - private","NA",0.22317215241476,NA,0.189121799683531,0.257222505145988,NA,NA
"2222","What has been your household's primary source of drinking water over the past 7 days?",NA,"Handpump (pumped well) - public","NA",0.261786063093502,NA,0.236454042462653,0.287118083724351,NA,NA
"3183","What has been your household's primary source of drinking water over the past 7 days?",NA,"Other","NA",0.037786080286144,NA,0.0113168320881737,0.0642553284841144,NA,NA
"474","What has been your household's primary source of drinking water over the past 7 days?",NA,"Piped water - public","NA",0.179212308483874,NA,0.148551264129545,0.209873352838203,NA,NA
"550","What has been your household's primary source of drinking water over the past 7 days?",NA,"Spring, well or kariz - protected","NA",0.131911139705043,NA,0.0904590068603837,0.173363272549702,NA,NA
"645","What has been your household's primary source of drinking water over the past 7 days?",NA,"Spring, well or kariz -  unprotected","NA",0.0499597796345455,NA,0.0410538899667002,0.0588656693023907,NA,NA
"739","What has been your household's primary source of drinking water over the past 7 days?",NA,"Surface water (Stream/river/irrigation)","NA",0.0425110670753986,NA,0.0333443909534708,0.0516777431973264,NA,NA
"830","What has been your household's primary source of drinking water over the past 7 days?",NA,"Water trucking / tankering","NA",0.0736614093067334,NA,0.0261560613047475,0.121166757308719,NA,NA
"1225","imp_water_source1_cal",NA,"0","NA",0.203918336302821,NA,0.152106800660303,0.25572987194534,NA,NA
"2223","imp_water_source1_cal",NA,"1","NA",0.796081663697178,NA,0.74427012805466,0.847893199339697,NA,NA
"1226","imp_water_source2_cal",NA,"0","NA",0.796081663697178,NA,0.74427012805466,0.847893199339697,NA,NA
"2224","imp_water_source2_cal",NA,"1","NA",0.203918336302821,NA,0.152106800660303,0.25572987194534,NA,NA
"1227","How far is your primary water source to you?",NA,"Over 500m to 1km","NA",0.0927385025041546,NA,0.0673454560779,0.118131548930409,NA,NA
"2225","How far is your primary water source to you?",NA,"On the property","NA",0.381221058138867,NA,0.338454324545761,0.423987791731973,NA,NA
"3184","How far is your primary water source to you?",NA,"Over 1km","NA",0.0554973697355496,NA,0.037009905900276,0.0739848335708232,NA,NA
"475","How far is your primary water source to you?",NA,"Within 500m","NA",0.470543069621429,NA,0.422637689066973,0.518448450175885,NA,NA
"1228","Have any water sources that your household used been damaged, destroyed, or dried up in the past 6 months and are still not functioning?",NA,"No","NA",0.840975451579992,NA,0.822902705031815,0.859048198128169,NA,NA
"2226","Have any water sources that your household used been damaged, destroyed, or dried up in the past 6 months and are still not functioning?",NA,"Yes","NA",0.159024548420008,NA,0.140951801871831,0.177097294968185,NA,NA
"1229","What was the cause of the damage or destruction?",NA,"Conflict","NA",0.101360666377383,NA,0.0635552762577497,0.139166056497017,NA,NA
"2227","What was the cause of the damage or destruction?",NA,"Drought","NA",0.543118830942621,NA,0.448673542645372,0.63756411923987,NA,NA
"3185","What was the cause of the damage or destruction?",NA,"Floods, Earthquake, Landslide/Avalance","NA",0.142238832322414,NA,0.10651470613274,0.177962958512089,NA,NA
"476","What was the cause of the damage or destruction?",NA,"Other","NA",0.213281670357582,NA,0.127231697647821,0.299331643067343,NA,NA
"1230","Overall, was your access to water over the past 7 days enough to meet or satisfy the basic needs of your household members? ",NA,"It was just enough/barely enough","NA",0.316743054301183,NA,0.287923285700705,0.34556282290166,NA,NA
"2228","Overall, was your access to water over the past 7 days enough to meet or satisfy the basic needs of your household members? ",NA,"No, it was insufficient","NA",0.203821852653522,NA,0.155353775281203,0.25228993002584,NA,NA
"3186","Overall, was your access to water over the past 7 days enough to meet or satisfy the basic needs of your household members? ",NA,"Yes, it was sufficient","NA",0.479435093045296,NA,0.435743659082999,0.523126527007593,NA,NA
"1231","What are the main reasons you are not able to meet your water needs?",NA,"Waterpoints are too far or difficult to reach","NA",0.562460583252134,NA,0.515534939365819,0.60938622713845,NA,NA
"2229","What are the main reasons you are not able to meet your water needs?",NA,"It is high risk to access the water source","NA",0.06877106013967,NA,0.052179135810542,0.085362984468798,NA,NA
"3187","What are the main reasons you are not able to meet your water needs?",NA,"Social restrictions on waterpoint access","NA",0.121133098416197,NA,0.101688167359178,0.140578029473216,NA,NA
"477","What are the main reasons you are not able to meet your water needs?",NA,"Insufficient number of water points/long waiting time at water points","NA",0.299743477415781,NA,0.253188872664722,0.34629808216684,NA,NA
"551","What are the main reasons you are not able to meet your water needs?",NA,"Water points are not functioning or dried up","NA",0.21901897328729,NA,0.187468280147721,0.250569666426859,NA,NA
"646","What are the main reasons you are not able to meet your water needs?",NA,"Purchasing water is too expensive","NA",0.176682771120279,NA,0.124302802633779,0.229062739606779,NA,NA
"740","What are the main reasons you are not able to meet your water needs?",NA,"Not enough containers to fetch and store water","NA",0.304256655224018,NA,0.25915098287505,0.349362327572987,NA,NA
"831","What are the main reasons you are not able to meet your water needs?",NA,"Other","NA",0.0961074964486052,NA,0.0784060876358002,0.11380890526141,NA,NA
"1232","Do you have any soap in your household? (if yes, could you show it?)",NA,"No","NA",0.303825803455947,NA,0.252422366685089,0.355229240226805,NA,NA
"2230","Do you have any soap in your household? (if yes, could you show it?)",NA,"Yes, didn't see soap","NA",0.235595193919347,NA,0.213765548444237,0.257424839394456,NA,NA
"3188","Do you have any soap in your household? (if yes, could you show it?)",NA,"Yes, saw soap","NA",0.460579002624706,NA,0.418653975843654,0.502504029405758,NA,NA
"1233","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Family flush toilet to open drain","NA",0.0109938156798754,NA,0.003143775667501,0.0188438556922498,NA,NA
"2231","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Family flush/pour toilet to septic tank/pit","NA",0.00471680950984156,NA,0.00262417085345756,0.00680944816622556,NA,NA
"3189","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"No facility - open field, dearan, bush","NA",0.166615402436266,NA,0.127911580701985,0.205319224170547,NA,NA
"478","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Other","NA",0.00667957783704502,NA,0.00476999373000519,0.00858916194408485,NA,NA
"552","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Family pit latrine - with slab / covered","NA",0.428412723719376,NA,0.380110200980755,0.476715246457998,NA,NA
"647","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Family pit latrine - without slab / open","NA",0.25220409258494,NA,0.225700802633006,0.278707382536874,NA,NA
"741","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Community/ public latrine","NA",0.102444696090876,NA,0.0595831284204929,0.145306263761258,NA,NA
"832","What type of latrines has been most commonly used by the household members in the last 7 days?",NA,"Family ventilated improved pit latrine","NA",0.0279328821417799,NA,0.0217222828768875,0.0341434814066724,NA,NA
"1234","imp_san_source1_cal",NA,"0","NA",0.962213919713856,NA,0.935744671515886,0.988683167911826,NA,NA
"2232","imp_san_source1_cal",NA,"1","NA",0.037786080286144,NA,0.0113168320881737,0.0642553284841144,NA,NA
"dependent.var36","imp_san_source2_cal",NA,"0","NA",1,NA,NA,NA,NA,NA
"dependent.var37","If a community/public latrine, how many households share usage of this latrine?","na","NA","NA",4.27006271079814,NA,3.34487768207048,5.1952477395258,NA,NA
"1235","What is the main method of waste disposal for your household?",NA,"Burning","NA",0.0615148735203145,NA,0.0497225256382106,0.0733072214024184,NA,NA
"2233","What is the main method of waste disposal for your household?",NA,"Communal garbage bin","NA",0.104696238421219,NA,0.0840004293977081,0.125392047444729,NA,NA
"3190","What is the main method of waste disposal for your household?",NA,"Throw in street/open space","NA",0.696866358732788,NA,0.665979795772596,0.72775292169298,NA,NA
"479","What is the main method of waste disposal for your household?",NA,"Other","NA",0.00490721438528142,NA,0.00350065051930224,0.0063137782512606,NA,NA
"553","What is the main method of waste disposal for your household?",NA,"Household rubbish pit","NA",0.132015314940398,NA,0.114451628374447,0.149579001506349,NA,NA
"1236","How would you rate the safety and security of your household in your current location?",NA,"Good","NA",0.504046862755431,NA,0.476932959131107,0.531160766379754,NA,NA
"2234","How would you rate the safety and security of your household in your current location?",NA,"Okay","NA",0.222453454320252,NA,0.198743025297561,0.246163883342944,NA,NA
